"CubeId";"plkoprinfla"
"PublishingDate";"2024-08-21 09:00"

"Date";"D0";"Value"
"2020-08";"KGM";"0.07033207"
"2020-08";"K1";"-0.4"
"2020-08";"K2";"-0.2"
"2020-08";"TLK";"-0.9"
"2020-09";"KGM";"0.08772413"
"2020-09";"K1";"-0.3"
"2020-09";"K2";"-0.1"
"2020-09";"TLK";"-0.8"
"2020-10";"KGM";"0.19148915"
"2020-10";"K1";"-0.1"
"2020-10";"K2";"0.1"
"2020-10";"TLK";"-0.6"
"2020-11";"KGM";"0.03006192"
"2020-11";"K1";"-0.2"
"2020-11";"K2";"0"
"2020-11";"TLK";"-0.7"
"2020-12";"KGM";"-0.08424698"
"2020-12";"K1";"-0.4"
"2020-12";"K2";"-0.2"
"2020-12";"TLK";"-0.8"
"2021-01";"KGM";"0.14250726"
"2021-01";"K1";"0"
"2021-01";"K2";"0.1"
"2021-01";"TLK";"-0.5"
"2021-02";"KGM";"0.15754526"
"2021-02";"K1";"-0.3"
"2021-02";"K2";"-0.3"
"2021-02";"TLK";"-0.5"
"2021-03";"KGM";"0.1468709"
"2021-03";"K1";"-0.4"
"2021-03";"K2";"-0.4"
"2021-03";"TLK";"-0.2"
"2021-04";"KGM";"0.22582938"
"2021-04";"K1";"0"
"2021-04";"K2";"0.2"
"2021-04";"TLK";"0.3"
"2021-05";"KGM";"0.33694241"
"2021-05";"K1";"0.2"
"2021-05";"K2";"0.4"
"2021-05";"TLK";"0.6"
"2021-06";"KGM";"0.35973744"
"2021-06";"K1";"0.3"
"2021-06";"K2";"0.4"
"2021-06";"TLK";"0.6"
"2021-07";"KGM";"0.35395999"
"2021-07";"K1";"0.2"
"2021-07";"K2";"0.4"
"2021-07";"TLK";"0.7"
"2021-08";"KGM";"0.56199124"
"2021-08";"K1";"0.4"
"2021-08";"K2";"0.7"
"2021-08";"TLK";"0.9"
"2021-09";"KGM";"0.54681692"
"2021-09";"K1";"0.5"
"2021-09";"K2";"0.7"
"2021-09";"TLK";"0.9"
"2021-10";"KGM";"0.6247713"
"2021-10";"K1";"0.6"
"2021-10";"K2";"0.9"
"2021-10";"TLK";"1.2"
"2021-11";"KGM";"0.69679477"
"2021-11";"K1";"0.7"
"2021-11";"K2";"1.1"
"2021-11";"TLK";"1.5"
"2021-12";"KGM";"0.7402233"
"2021-12";"K1";"0.8"
"2021-12";"K2";"1.2"
"2021-12";"TLK";"1.5"
"2022-01";"KGM";"0.7745856"
"2022-01";"K1";"0.8"
"2022-01";"K2";"1.2"
"2022-01";"TLK";"1.6"
"2022-02";"KGM";"0.96665633"
"2022-02";"K1";"1.3"
"2022-02";"K2";"1.9"
"2022-02";"TLK";"2.2"
"2022-03";"KGM";"1.07007039"
"2022-03";"K1";"1.4"
"2022-03";"K2";"2"
"2022-03";"TLK";"2.4"
"2022-04";"KGM";"1.07332932"
"2022-04";"K1";"1.5"
"2022-04";"K2";"2.1"
"2022-04";"TLK";"2.5"
"2022-05";"KGM";"1.33192902"
"2022-05";"K1";"1.7"
"2022-05";"K2";"2.5"
"2022-05";"TLK";"2.9"
"2022-06";"KGM";"1.40405319"
"2022-06";"K1";"1.9"
"2022-06";"K2";"2.7"
"2022-06";"TLK";"3.4"
"2022-07";"KGM";"1.45004085"
"2022-07";"K1";"2"
"2022-07";"K2";"2.8"
"2022-07";"TLK";"3.4"
"2022-08";"KGM";"1.67346013"
"2022-08";"K1";"2"
"2022-08";"K2";"2.8"
"2022-08";"TLK";"3.5"
"2022-09";"KGM";"1.7638673"
"2022-09";"K1";"2"
"2022-09";"K2";"2.7"
"2022-09";"TLK";"3.3"
"2022-10";"KGM";"1.80035309"
"2022-10";"K1";"1.8"
"2022-10";"K2";"2.5"
"2022-10";"TLK";"3"
"2022-11";"KGM";"1.93582846"
"2022-11";"K1";"1.9"
"2022-11";"K2";"2.6"
"2022-11";"TLK";"3"
"2022-12";"KGM";"1.86153136"
"2022-12";"K1";"2"
"2022-12";"K2";"2.7"
"2022-12";"TLK";"2.8"
"2023-01";"KGM";"2.20939368"
"2023-01";"K1";"2.2"
"2023-01";"K2";"2.9"
"2023-01";"TLK";"3.3"
"2023-02";"KGM";"2.26239062"
"2023-02";"K1";"2.4"
"2023-02";"K2";"3.2"
"2023-02";"TLK";"3.4"
"2023-03";"KGM";"1.84489256"
"2023-03";"K1";"2.2"
"2023-03";"K2";"3"
"2023-03";"TLK";"2.9"
"2023-04";"KGM";"1.74819813"
"2023-04";"K1";"2.2"
"2023-04";"K2";"2.9"
"2023-04";"TLK";"2.6"
"2023-05";"KGM";"1.63086265"
"2023-05";"K1";"1.9"
"2023-05";"K2";"2.6"
"2023-05";"TLK";"2.2"
"2023-06";"KGM";"1.57863307"
"2023-06";"K1";"1.8"
"2023-06";"K2";"2.3"
"2023-06";"TLK";"1.7"
"2023-07";"KGM";"1.49975215"
"2023-07";"K1";"1.7"
"2023-07";"K2";"2.3"
"2023-07";"TLK";"1.6"
"2023-08";"KGM";"1.356964"
"2023-08";"K1";"1.5"
"2023-08";"K2";"2"
"2023-08";"TLK";"1.6"
"2023-09";"KGM";"1.32702086"
"2023-09";"K1";"1.3"
"2023-09";"K2";"1.8"
"2023-09";"TLK";"1.7"
"2023-10";"KGM";"1.28638046"
"2023-10";"K1";"1.5"
"2023-10";"K2";"2.1"
"2023-10";"TLK";"1.7"
"2023-11";"KGM";"1.33511975"
"2023-11";"K1";"1.4"
"2023-11";"K2";"1.9"
"2023-11";"TLK";"1.4"
"2023-12";"KGM";"1.45702465"
"2023-12";"K1";"1.5"
"2023-12";"K2";"2"
"2023-12";"TLK";"1.7"
"2024-01";"KGM";"1.39271312"
"2024-01";"K1";"1.2"
"2024-01";"K2";"1.5"
"2024-01";"TLK";"1.3"
"2024-02";"KGM";"1.24040404"
"2024-02";"K1";"1.1"
"2024-02";"K2";"1.4"
"2024-02";"TLK";"1.2"
"2024-03";"KGM";"1.15645803"
"2024-03";"K1";"1"
"2024-03";"K2";"1.3"
"2024-03";"TLK";"1"
"2024-04";"KGM";"1.32168166"
"2024-04";"K1";"1.2"
"2024-04";"K2";"1.5"
"2024-04";"TLK";"1.4"
"2024-05";"KGM";"1.36656817"
"2024-05";"K1";"1.2"
"2024-05";"K2";"1.5"
"2024-05";"TLK";"1.4"
"2024-06";"KGM";"1.33646382"
"2024-06";"K1";"1.1"
"2024-06";"K2";"1.4"
"2024-06";"TLK";"1.3"
"2024-07";"KGM";"1.39100532"
"2024-07";"K1";"1.1"
"2024-07";"K2";"1.4"
"2024-07";"TLK";"1.3"
